"Kod";"Nazwa";"pożary lasów;ogółem;2009;[szt.]";"pożary lasów;ogółem;2010;[szt.]";"pożary lasów;ogółem;2011;[szt.]";"pożary lasów;ogółem;2012;[szt.]";"pożary lasów;ogółem;2013;[szt.]";"pożary lasów;ogółem;2014;[szt.]";"pożary lasów;ogółem;2015;[szt.]";"pożary lasów;ogółem;2016;[szt.]";"pożary lasów;ogółem;2017;[szt.]";"pożary lasów;ogółem;2018;[szt.]";"pożary lasów;ogółem;2019;[szt.]";"pożary lasów;ogółem;2020;[szt.]";"pożary lasów;ogółem;2021;[szt.]";"pożary lasów;ogółem;2022;[szt.]";"pożary lasów;ogółem;2023;[szt.]";"pożary lasów;ogółem;2024;[szt.]";
0000000;"POLSKA";9162;4680;8172;9265;4883;5245;12257;5286;3592;8867;9635;6627;3295;6999;4908;;
